Competicion,Jornada,Fecha,Equipo local,Equipo visitante,Puntos local,Puntos visitante
Nba,Jornada 95,2022/01/24,Dallas Mavericks,Memphis Grizzlies,104,91
Nba,Jornada 95,2022/01/24,Minnesota Timberwolves,Brooklyn Nets,136,125
Nba,Jornada 95,2022/01/24,Denver Nuggets,Detroit Pistons,117,111
Nba,Jornada 95,2022/01/24,Golden State Warriors,Utah Jazz,94,92
Nba,Jornada 94,2022/01/23,Milwaukee Bucks,Sacramento Kings,133,127
Nba,Jornada 94,2022/01/23,Cleveland Cavaliers,Oklahoma City Thunder,94,87
Nba,Jornada 94,2022/01/23,Phoenix Suns,Indiana Pacers,113,103
Nba,Jornada 95,2022/01/23,New York Knicks,Los Angeles Clippers,110,102
Nba,Jornada 95,2022/01/23,Washington Wizards,Boston Celtics,87,116
Acb,Jornada 16,2022/01/23,Ucam Murcia,Lenovo Tenerife,88,86
Acb,Jornada 16,2022/01/23,Coosur Real Betis,Surne Bilbao,71,88
Acb,Jornada 16,2022/01/23,Bitci Baskonia,Hereda San Pablo Burgos,80,69
Acb,Jornada 16,2022/01/23,Real Madrid,Barca,75,85
Acb,Jornada 16,2022/01/23,Monbus Obradoiro,Rio Breogan,100,83
Acb,Jornada 16,2022/01/23,Urbas Fuenlabrada,Joventut Badalona,Aplaz.,
Nba,Jornada 93,2022/01/22,Orlando Magic,Los Angeles Lakers,105,116
Nba,Jornada 93,2022/01/22,Charlotte Hornets,Oklahoma City Thunder,121,98
Nba,Jornada 93,2022/01/22,Philadelphia 76Ers,Los Angeles Clippers,101,102
Nba,Jornada 93,2022/01/22,Boston Celtics,Portland Trail Blazers,105,109
Nba,Jornada 93,2022/01/22,Atlanta Hawks,Miami Heat,110,108
Nba,Jornada 93,2022/01/22,Milwaukee Bucks,Chicago Bulls,94,90
Nba,Jornada 93,2022/01/22,Washington Wizards,Toronto Raptors,105,109
Nba,Jornada 93,2022/01/22,San Antonio Spurs,Brooklyn Nets,102,117
Nba,Jornada 93,2022/01/22,Utah Jazz,Detroit Pistons,111,101
Nba,Jornada 93,2022/01/22,Denver Nuggets,Memphis Grizzlies,118,122
Nba,Jornada 93,2022/01/22,Golden State Warriors,Houston Rockets,105,103
Acb,Jornada 16,2022/01/22,Morabanc Andorra,Baxi Manresa,79,82
Nba,Jornada 92,2022/01/21,Dallas Mavericks,Phoenix Suns,101,109
Nba,Jornada 92,2022/01/21,New York Knicks,New Orleans Pelicans,91,102
Nba,Jornada 92,2022/01/21,Golden State Warriors,Indiana Pacers,117,121
Euroliga,Jornada 22,2022/01/21,Cska,Milan,57,67
Euroliga,Jornada 22,2022/01/21,Anadolu Efes,Panathinaikos,82,81
Euroliga,Jornada 22,2022/01/21,Bitci Baskonia,B. Munich,77,84
Euroliga,Jornada 22,2022/01/21,Asvel Villeurbanne,Estrella Roja,69,67
Nba,Jornada 91,2022/01/20,Philadelphia 76Ers,Orlando Magic,123,110
Nba,Jornada 91,2022/01/20,Washington Wizards,Brooklyn Nets,118,119
Nba,Jornada 91,2022/01/20,Atlanta Hawks,Minnesota Timberwolves,134,122
Nba,Jornada 91,2022/01/20,Miami Heat,Portland Trail Blazers,104,92
Nba,Jornada 91,2022/01/20,Boston Celtics,Charlotte Hornets,102,111
Nba,Jornada 91,2022/01/20,Chicago Bulls,Cleveland Cavaliers,117,104
Nba,Jornada 91,2022/01/20,Milwaukee Bucks,Memphis Grizzlies,126,114
Nba,Jornada 91,2022/01/20,San Antonio Spurs,Oklahoma City Thunder,118,96
Nba,Jornada 91,2022/01/20,Dallas Mavericks,Toronto Raptors,102,98
Nba,Jornada 91,2022/01/20,Utah Jazz,Houston Rockets,111,116
Nba,Jornada 91,2022/01/20,Denver Nuggets,Los Angeles Clippers,130,128
Nba,Jornada 91,2022/01/20,Sacramento Kings,Detroit Pistons,131,133
Nba,Jornada 91,2022/01/20,Los Angeles Lakers,Indiana Pacers,104,111
Euroliga,Jornada 22,2022/01/20,Unics Kazan,Barca,70,64
Euroliga,Jornada 22,2022/01/20,Zenit San Petersburgo,As Monaco,77,86
Euroliga,Jornada 22,2022/01/20,Fenerbahce,Zalgiris,73,67
Euroliga,Jornada 22,2022/01/20,Alba Berlin,Real Madrid,74,89
Euroliga,Jornada 22,2022/01/20,Maccabi,Olympiacos,84,69
Nba,Jornada 90,2022/01/19,New York Knicks,Minnesota Timberwolves,110,112
Nba,Jornada 90,2022/01/19,Golden State Warriors,Detroit Pistons,102,86
Acb,Jornada 17,2022/01/19,Rio Breogan,Bitci Baskonia,89,83
Acb,Jornada 15,2022/01/19,Baxi Manresa,Monbus Obradoiro,104,84
Acb,Jornada 17,2022/01/19,Coosur Real Betis,Urbas Fuenlabrada,Aplaz.,
Nba,Jornada 89,2022/01/18,Atlanta Hawks,Milwaukee Bucks,121,114
Nba,Jornada 89,2022/01/18,Orlando Magic,Portland Trail Blazers,88,98
Nba,Jornada 89,2022/01/18,Miami Heat,Toronto Raptors,104,99
Nba,Jornada 89,2022/01/18,San Antonio Spurs,Phoenix Suns,107,121
Nba,Jornada 89,2022/01/18,Dallas Mavericks,Oklahoma City Thunder,104,102
Nba,Jornada 89,2022/01/18,Los Angeles Lakers,Utah Jazz,101,95
Euroliga,Jornada 19,2022/01/18,Asvel Villeurbanne,As Monaco,75,100
Euroliga,Jornada 18,2022/01/18,Milan,Alba Berlin,84,76
Nba,Jornada 88,2022/01/17,Sacramento Kings,Houston Rockets,112,118
Nba,Jornada 88,2022/01/17,Minnesota Timberwolves,Golden State Warriors,119,99
Nba,Jornada 88,2022/01/17,Denver Nuggets,Utah Jazz,102,125
Nba,Jornada 89,2022/01/17,Boston Celtics,New Orleans Pelicans,104,92
Nba,Jornada 89,2022/01/17,New York Knicks,Charlotte Hornets,87,97
Nba,Jornada 89,2022/01/17,Washington Wizards,Philadelphia 76Ers,117,98
Nba,Jornada 89,2022/01/17,Cleveland Cavaliers,Brooklyn Nets,114,107
Nba,Jornada 89,2022/01/17,Memphis Grizzlies,Chicago Bulls,119,106
Nba,Jornada 89,2022/01/17,Los Angeles Clippers,Indiana Pacers,139,133
Nba,Jornada 87,2022/01/16,Milwaukee Bucks,Toronto Raptors,96,103
Nba,Jornada 87,2022/01/16,Washington Wizards,Portland Trail Blazers,110,115
Nba,Jornada 87,2022/01/16,Atlanta Hawks,New York Knicks,108,117
Nba,Jornada 87,2022/01/16,Brooklyn Nets,New Orleans Pelicans,120,105
Nba,Jornada 87,2022/01/16,Miami Heat,Philadelphia 76Ers,98,109
Nba,Jornada 87,2022/01/16,Oklahoma City Thunder,Cleveland Cavaliers,102,107
Nba,Jornada 87,2022/01/16,Boston Celtics,Chicago Bulls,114,112
Nba,Jornada 87,2022/01/16,San Antonio Spurs,Los Angeles Clippers,101,94
Nba,Jornada 87,2022/01/16,Denver Nuggets,Los Angeles Lakers,133,96
Nba,Jornada 87,2022/01/16,Dallas Mavericks,Orlando Magic,108,92
Nba,Jornada 84,2022/01/16,Detroit Pistons,Phoenix Suns,108,135
Acb,Jornada 11,2022/01/16,Rio Breogan,Joventut Badalona,87,90
Acb,Jornada 18,2022/01/16,Baxi Manresa,Gran Canaria,91,72
Acb,Jornada 18,2022/01/16,Real Madrid,Casademont Zaragoza,94,69
Acb,Jornada 18,2022/01/16,Morabanc Andorra,Bitci Baskonia,78,79
Acb,Jornada 18,2022/01/16,Valencia Basket,Barca,Aplaz.,
Acb,Jornada 18,2022/01/16,Lenovo Tenerife,Coosur Real Betis,Aplaz.,
Nba,Jornada 86,2022/01/15,Detroit Pistons,Toronto Raptors,103,87
Nba,Jornada 86,2022/01/15,Charlotte Hornets,Orlando Magic,109,116
Nba,Jornada 86,2022/01/15,Indiana Pacers,Phoenix Suns,94,112
Nba,Jornada 86,2022/01/15,Philadelphia 76Ers,Boston Celtics,111,99
Nba,Jornada 86,2022/01/15,Chicago Bulls,Golden State Warriors,96,138
Nba,Jornada 86,2022/01/15,Miami Heat,Atlanta Hawks,124,118
Nba,Jornada 86,2022/01/15,San Antonio Spurs,Cleveland Cavaliers,109,114
Nba,Jornada 86,2022/01/15,Memphis Grizzlies,Dallas Mavericks,85,112
Nba,Jornada 86,2022/01/15,Sacramento Kings,Houston Rockets,126,114
Acb,Jornada 18,2022/01/15,Monbus Obradoiro,Surne Bilbao,91,96
Acb,Jornada 18,2022/01/15,Urbas Fuenlabrada,Unicaja,Aplaz.,
Acb,Jornada 18,2022/01/15,Ucam Murcia,Hereda San Pablo Burgos,Aplaz.,
Nba,Jornada 85,2022/01/14,Milwaukee Bucks,Golden State Warriors,118,99
Nba,Jornada 85,2022/01/14,Memphis Grizzlies,Minnesota Timberwolves,116,108
Nba,Jornada 85,2022/01/14,New Orleans Pelicans,Los Angeles Clippers,113,89
Nba,Jornada 85,2022/01/14,Brooklyn Nets,Oklahoma City Thunder,109,130
Nba,Jornada 85,2022/01/14,Denver Nuggets,Portland Trail Blazers,140,108
Euroliga,Jornada 21,2022/01/14,Cska,Asvel Villeurbanne,90,83
Euroliga,Jornada 21,2022/01/14,Real Madrid,Bitci Baskonia,89,74
Euroliga,Jornada 21,2022/01/14,Fenerbahce,Alba Berlin,Aplaz.,
Euroliga,Jornada 21,2022/01/14,Panathinaikos,Maccabi,Aplaz.,
Nba,Jornada 84,2022/01/13,Indiana Pacers,Boston Celtics,100,119
Nba,Jornada 84,2022/01/13,Philadelphia 76Ers,Charlotte Hornets,98,109
Nba,Jornada 84,2022/01/13,Washington Wizards,Orlando Magic,112,106
Nba,Jornada 84,2022/01/13,New York Knicks,Dallas Mavericks,108,85
Nba,Jornada 84,2022/01/13,Atlanta Hawks,Miami Heat,91,115
Nba,Jornada 84,2022/01/13,San Antonio Spurs,Houston Rockets,124,128
Nba,Jornada 84,2022/01/13,Utah Jazz,Cleveland Cavaliers,91,111
Nba,Jornada 84,2022/01/13,Sacramento Kings,Los Angeles Lakers,125,116
Nba,Jornada 84,2022/01/13,Chicago Bulls,Brooklyn Nets,112,138
Euroliga,Jornada 21,2022/01/13,B. Munich,As Monaco,78,83
Euroliga,Jornada 21,2022/01/13,Barca,Anadolu Efes,82,77
Euroliga,Jornada 21,2022/01/13,Zalgiris,Estrella Roja,Aplaz.,
Nba,Jornada 83,2022/01/12,Washington Wizards,Oklahoma City Thunder,122,118
Nba,Jornada 83,2022/01/12,Toronto Raptors,Phoenix Suns,95,99
Nba,Jornada 83,2022/01/12,New Orleans Pelicans,Minnesota Timberwolves,128,125
Nba,Jornada 83,2022/01/12,Memphis Grizzlies,Golden State Warriors,116,108
Nba,Jornada 83,2022/01/12,Chicago Bulls,Detroit Pistons,133,87
Nba,Jornada 83,2022/01/12,Los Angeles Clippers,Denver Nuggets,87,85
Euroliga,Jornada 20,2022/01/12,Panathinaikos,Cska,74,98
Nba,Jornada 82,2022/01/11,Charlotte Hornets,Milwaukee Bucks,103,99
Nba,Jornada 82,2022/01/11,Detroit Pistons,Utah Jazz,126,116
Nba,Jornada 82,2022/01/11,New York Knicks,San Antonio Spurs,111,96
Nba,Jornada 82,2022/01/11,Boston Celtics,Indiana Pacers,101,98
Nba,Jornada 82,2022/01/11,Houston Rockets,Philadelphia 76Ers,91,111
Nba,Jornada 82,2022/01/11,Sacramento Kings,Cleveland Cavaliers,108,109
Nba,Jornada 82,2022/01/11,Portland Trail Blazers,Brooklyn Nets,114,108
Euroliga,Jornada 20,2022/01/11,Fenerbahce,Olympiacos,94,80
Euroliga,Jornada 20,2022/01/11,B. Munich,Zalgiris,74,65
Euroliga,Jornada 20,2022/01/11,Barca,Milan,73,75
Nba,Jornada 81,2022/01/10,Orlando Magic,Washington Wizards,100,102
Nba,Jornada 81,2022/01/10,Toronto Raptors,New Orleans Pelicans,105,101
Nba,Jornada 81,2022/01/10,Oklahoma City Thunder,Denver Nuggets,95,99
Nba,Jornada 81,2022/01/10,Houston Rockets,Minnesota Timberwolves,123,141
Nba,Jornada 81,2022/01/10,Dallas Mavericks,Chicago Bulls,113,99
Nba,Jornada 81,2022/01/10,Golden State Warriors,Cleveland Cavaliers,96,82
Nba,Jornada 81,2022/01/10,Portland Trail Blazers,Sacramento Kings,103,88
Nba,Jornada 81,2022/01/10,Los Angeles Lakers,Memphis Grizzlies,119,127
Nba,Jornada 80,2022/01/09,Charlotte Hornets,Milwaukee Bucks,114,106
Nba,Jornada 80,2022/01/09,Detroit Pistons,Orlando Magic,97,92
Nba,Jornada 80,2022/01/09,Indiana Pacers,Utah Jazz,125,113
Nba,Jornada 80,2022/01/09,Boston Celtics,New York Knicks,99,75
Nba,Jornada 80,2022/01/09,Phoenix Suns,Miami Heat,100,123
Nba,Jornada 81,2022/01/09,Brooklyn Nets,San Antonio Spurs,121,119
Nba,Jornada 81,2022/01/09,Los Angeles Clippers,Atlanta Hawks,106,93
Acb,Jornada 17,2022/01/09,Unicaja,Valencia Basket,82,87
Acb,Jornada 14,2022/01/09,Barca,Baxi Manresa,95,96
Acb,Jornada 15,2022/01/09,Joventut Badalona,Real Madrid,71,90
Nba,Jornada 79,2022/01/08,Philadelphia 76Ers,San Antonio Spurs,119,100
Nba,Jornada 79,2022/01/08,Brooklyn Nets,Milwaukee Bucks,109,121
Nba,Jornada 79,2022/01/08,Toronto Raptors,Utah Jazz,122,108
Nba,Jornada 79,2022/01/08,Oklahoma City Thunder,Minnesota Timberwolves,105,135
Nba,Jornada 79,2022/01/08,Chicago Bulls,Washington Wizards,130,122
Nba,Jornada 79,2022/01/08,Houston Rockets,Dallas Mavericks,106,130
Nba,Jornada 79,2022/01/08,Denver Nuggets,Sacramento Kings,121,111
Nba,Jornada 79,2022/01/08,Los Angeles Lakers,Atlanta Hawks,134,118
Nba,Jornada 79,2022/01/08,Portland Trail Blazers,Cleveland Cavaliers,101,114
Nba,Jornada 80,2022/01/08,Los Angeles Clippers,Memphis Grizzlies,108,123
Acb,Jornada 17,2022/01/08,Surne Bilbao,Morabanc Andorra,74,71
Nba,Jornada 78,2022/01/07,New York Knicks,Boston Celtics,108,105
Nba,Jornada 78,2022/01/07,Memphis Grizzlies,Detroit Pistons,118,88
Nba,Jornada 78,2022/01/07,New Orleans Pelicans,Golden State Warriors,101,96
Nba,Jornada 78,2022/01/07,Phoenix Suns,Los Angeles Clippers,106,89
Euroliga,Jornada 19,2022/01/07,Cska,Barca,Aplaz.,
Euroliga,Jornada 19,2022/01/07,Anadolu Efes,B. Munich,Aplaz.,
Euroliga,Jornada 19,2022/01/07,Zalgiris,Olympiacos,Aplaz.,
Euroliga,Jornada 19,2022/01/07,Milan,Zenit San Petersburgo,Aplaz.,
Nba,Jornada 77,2022/01/06,Charlotte Hornets,Detroit Pistons,140,111
Nba,Jornada 77,2022/01/06,Washington Wizards,Houston Rockets,111,114
Nba,Jornada 77,2022/01/06,Orlando Magic,Philadelphia 76Ers,106,116
Nba,Jornada 77,2022/01/06,Dallas Mavericks,Golden State Warriors,99,82
Nba,Jornada 77,2022/01/06,Indiana Pacers,Brooklyn Nets,121,129
Nba,Jornada 77,2022/01/06,Boston Celtics,San Antonio Spurs,97,99
Nba,Jornada 77,2022/01/06,Minnesota Timberwolves,Oklahoma City Thunder,98,90
Nba,Jornada 77,2022/01/06,Milwaukee Bucks,Toronto Raptors,111,117
Nba,Jornada 77,2022/01/06,Denver Nuggets,Utah Jazz,109,115
Nba,Jornada 77,2022/01/06,Portland Trail Blazers,Miami Heat,109,115
Nba,Jornada 77,2022/01/06,Sacramento Kings,Atlanta Hawks,102,108
Euroliga,Jornada 19,2022/01/06,Estrella Roja,Fenerbahce,Aplaz.,
Euroliga,Jornada 19,2022/01/06,Alba Berlin,Panathinaikos,Aplaz.,
Euroliga,Jornada 19,2022/01/06,Maccabi,Bitci Baskonia,Aplaz.,
Euroliga,Jornada 19,2022/01/06,Real Madrid,Unics Kazan,Aplaz.,
Nba,Jornada 76,2022/01/05,Cleveland Cavaliers,Memphis Grizzlies,106,110
Nba,Jornada 76,2022/01/05,Toronto Raptors,San Antonio Spurs,129,104
Nba,Jornada 76,2022/01/05,New York Knicks,Indiana Pacers,104,94
Nba,Jornada 76,2022/01/05,New Orleans Pelicans,Phoenix Suns,110,123
Nba,Jornada 76,2022/01/05,Los Angeles Lakers,Sacramento Kings,122,114
Nba,Jornada 75,2022/01/04,Washington Wizards,Charlotte Hornets,124,121
Nba,Jornada 75,2022/01/04,Philadelphia 76Ers,Houston Rockets,133,113
Nba,Jornada 75,2022/01/04,Brooklyn Nets,Memphis Grizzlies,104,118
Nba,Jornada 75,2022/01/04,Chicago Bulls,Orlando Magic,102,98
Nba,Jornada 75,2022/01/04,Milwaukee Bucks,Detroit Pistons,106,115
Nba,Jornada 75,2022/01/04,New Orleans Pelicans,Utah Jazz,104,115
Nba,Jornada 75,2022/01/04,Dallas Mavericks,Denver Nuggets,103,89
Nba,Jornada 75,2022/01/04,Golden State Warriors,Miami Heat,115,108
Nba,Jornada 75,2022/01/04,Portland Trail Blazers,Atlanta Hawks,136,131
Nba,Jornada 75,2022/01/04,Los Angeles Clippers,Minnesota Timberwolves,104,122
Acb,Jornada 16,2022/01/04,Unicaja,Casademont Zaragoza,112,72
Acb,Jornada 17,2022/01/04,Baxi Manresa,Real Madrid,87,92
Nba,Jornada 74,2022/01/03,Boston Celtics,Orlando Magic,116,111
Nba,Jornada 74,2022/01/03,Cleveland Cavaliers,Indiana Pacers,108,104
Nba,Jornada 74,2022/01/03,Sacramento Kings,Miami Heat,115,113
Nba,Jornada 74,2022/01/03,Charlotte Hornets,Phoenix Suns,99,133
Nba,Jornada 74,2022/01/03,Oklahoma City Thunder,Dallas Mavericks,86,95
Nba,Jornada 74,2022/01/03,Los Angeles Lakers,Minnesota Timberwolves,108,103
Acb,Jornada 16,2022/01/03,Coosur Real Betis,Surne Bilbao,Aplaz.,
Acb,Jornada 16,2022/01/03,Valencia Basket,Gran Canaria,Aplaz.,
Acb,Jornada 16,2022/01/03,Monbus Obradoiro,Rio Breogan,Aplaz.,
Nba,Jornada 73,2022/01/02,Milwaukee Bucks,New Orleans Pelicans,136,113
Nba,Jornada 73,2022/01/02,Detroit Pistons,San Antonio Spurs,117,116
Nba,Jornada 73,2022/01/02,Washington Wizards,Chicago Bulls,119,120
Nba,Jornada 73,2022/01/02,Brooklyn Nets,Los Angeles Clippers,116,120
Nba,Jornada 73,2022/01/02,Houston Rockets,Denver Nuggets,111,124
Nba,Jornada 73,2022/01/02,Utah Jazz,Golden State Warriors,116,123
Nba,Jornada 74,2022/01/02,Toronto Raptors,New York Knicks,120,105
Acb,Jornada 16,2022/01/02,Morabanc Andorra,Baxi Manresa,Aplaz.,
Acb,Jornada 16,2022/01/02,Bitci Baskonia,Hereda San Pablo Burgos,Aplaz.,
Acb,Jornada 16,2022/01/02,Real Madrid,Barca,Aplaz.,
Acb,Jornada 16,2022/01/02,Urbas Fuenlabrada,Joventut Badalona,Aplaz.,
Nba,Jornada 72,2022/01/01,Sacramento Kings,Dallas Mavericks,96,112
Nba,Jornada 72,2022/01/01,Houston Rockets,Miami Heat,110,120
Nba,Jornada 72,2022/01/01,Cleveland Cavaliers,Atlanta Hawks,118,121
Nba,Jornada 72,2022/01/01,Toronto Raptors,Los Angeles Clippers,116,108
Nba,Jornada 72,2022/01/01,Memphis Grizzlies,San Antonio Spurs,118,105
Nba,Jornada 72,2022/01/01,Oklahoma City Thunder,New York Knicks,95,80
Nba,Jornada 72,2022/01/01,Utah Jazz,Minnesota Timberwolves,120,108
Nba,Jornada 72,2022/01/01,Los Angeles Lakers,Portland Trail Blazers,139,106
Nba,Jornada 71,2021/12/31,Brooklyn Nets,Philadelphia 76Ers,102,110
Nba,Jornada 71,2021/12/31,Washington Wizards,Cleveland Cavaliers,110,93
Nba,Jornada 71,2021/12/31,Orlando Magic,Milwaukee Bucks,118,136
Nba,Jornada 72,2021/12/31,Boston Celtics,Phoenix Suns,123,108
Nba,Jornada 72,2021/12/31,Indiana Pacers,Chicago Bulls,106,108
Nba,Jornada 71,2021/12/31,Denver Nuggets,Golden State Warriors,Aplaz.,
Nba,Jornada 70,2021/12/30,Detroit Pistons,New York Knicks,85,94
Nba,Jornada 70,2021/12/30,Indiana Pacers,Charlotte Hornets,108,116
Nba,Jornada 70,2021/12/30,Boston Celtics,Los Angeles Clippers,82,91
Nba,Jornada 70,2021/12/30,Chicago Bulls,Atlanta Hawks,131,117
Nba,Jornada 70,2021/12/30,Memphis Grizzlies,Los Angeles Lakers,104,99
Nba,Jornada 70,2021/12/30,Phoenix Suns,Oklahoma City Thunder,115,97
Nba,Jornada 70,2021/12/30,Portland Trail Blazers,Utah Jazz,105,120
Nba,Jornada 70,2021/12/30,Sacramento Kings,Dallas Mavericks,95,94
Euroliga,Jornada 18,2021/12/30,Unics Kazan,Anadolu Efes,75,67
Euroliga,Jornada 18,2021/12/30,Estrella Roja,Zenit San Petersburgo,76,80
Euroliga,Jornada 18,2021/12/30,Bitci Baskonia,Barca,94,75
Nba,Jornada 70,2021/12/30,San Antonio Spurs,Miami Heat,Aplaz.,
Acb,Jornada 15,2021/12/30,Baxi Manresa,Monbus Obradoiro,Aplaz.,
Acb,Jornada 11,2021/12/30,Rio Breogan,Joventut Badalona,Aplaz.,
Nba,Jornada 69,2021/12/29,Orlando Magic,Milwaukee Bucks,110,127
Nba,Jornada 69,2021/12/29,Miami Heat,Washington Wizards,119,112
Nba,Jornada 69,2021/12/29,Toronto Raptors,Philadelphia 76Ers,109,114
Nba,Jornada 69,2021/12/29,Houston Rockets,Los Angeles Lakers,123,132
Nba,Jornada 69,2021/12/29,Minnesota Timberwolves,New York Knicks,88,96
Nba,Jornada 69,2021/12/29,New Orleans Pelicans,Cleveland Cavaliers,108,104
Nba,Jornada 69,2021/12/29,Golden State Warriors,Denver Nuggets,86,89
Nba,Jornada 69,2021/12/29,Sacramento Kings,Oklahoma City Thunder,117,111
Euroliga,Jornada 18,2021/12/29,As Monaco,Maccabi,82,76
Acb,Jornada 15,2021/12/29,Surne Bilbao,Unicaja,Aplaz.,
Acb,Jornada 15,2021/12/29,Lenovo Tenerife,Valencia Basket,Aplaz.,
Euroliga,Jornada 18,2021/12/29,Olympiacos,Cska,Aplaz.,
Nba,Jornada 68,2021/12/28,Charlotte Hornets,Houston Rockets,123,99
Nba,Jornada 68,2021/12/28,Atlanta Hawks,Chicago Bulls,118,130
Nba,Jornada 68,2021/12/28,Minnesota Timberwolves,Boston Celtics,108,103
Nba,Jornada 68,2021/12/28,San Antonio Spurs,Utah Jazz,104,110
Nba,Jornada 68,2021/12/28,Phoenix Suns,Memphis Grizzlies,113,114
Nba,Jornada 68,2021/12/28,Portland Trail Blazers,Dallas Mavericks,117,132
Nba,Jornada 68,2021/12/28,Los Angeles Clippers,Brooklyn Nets,108,124
Acb,Jornada 15,2021/12/28,Hereda San Pablo Burgos,Coosur Real Betis,76,84
Acb,Jornada 15,2021/12/28,Casademont Zaragoza,Bitci Baskonia,97,79
Acb,Jornada 15,2021/12/28,Barca,Morabanc Andorra,Aplaz.,
Nba,Jornada 67,2021/12/27,Cleveland Cavaliers,Toronto Raptors,144,99
Nba,Jornada 67,2021/12/27,Washington Wizards,Philadelphia 76Ers,96,117
Nba,Jornada 67,2021/12/27,Sacramento Kings,Memphis Grizzlies,102,127
Nba,Jornada 67,2021/12/27,Oklahoma City Thunder,New Orleans Pelicans,117,112
Nba,Jornada 67,2021/12/27,San Antonio Spurs,Detroit Pistons,144,109
Nba,Jornada 67,2021/12/27,Chicago Bulls,Indiana Pacers,113,105
Nba,Jornada 67,2021/12/27,Los Angeles Clippers,Denver Nuggets,100,103
Acb,Jornada 15,2021/12/27,Rio Breogan,Urbas Fuenlabrada,97,89
Acb,Jornada 15,2021/12/27,Gran Canaria,Ucam Murcia,83,100
Nba,Jornada 66,2021/12/26,Los Angeles Lakers,Brooklyn Nets,115,122
Nba,Jornada 66,2021/12/26,Utah Jazz,Dallas Mavericks,120,116
Nba,Jornada 67,2021/12/26,Miami Heat,Orlando Magic,93,83
Nba,Jornada 66,2021/12/25,New York Knicks,Atlanta Hawks,101,87
Nba,Jornada 66,2021/12/25,Milwaukee Bucks,Boston Celtics,117,113
Nba,Jornada 66,2021/12/25,Phoenix Suns,Golden State Warriors,107,116
Nba,Jornada 65,2021/12/24,Indiana Pacers,Houston Rockets,118,106
Nba,Jornada 65,2021/12/24,Orlando Magic,New Orleans Pelicans,104,110
Nba,Jornada 65,2021/12/24,Philadelphia 76Ers,Atlanta Hawks,96,98
Nba,Jornada 65,2021/12/24,Miami Heat,Detroit Pistons,115,112
Nba,Jornada 65,2021/12/24,New York Knicks,Washington Wizards,117,124
Nba,Jornada 65,2021/12/24,Dallas Mavericks,Milwaukee Bucks,95,102
Nba,Jornada 65,2021/12/24,Denver Nuggets,Charlotte Hornets,107,115
Nba,Jornada 65,2021/12/24,Utah Jazz,Minnesota Timberwolves,128,116
Nba,Jornada 65,2021/12/24,Phoenix Suns,Oklahoma City Thunder,113,101
Nba,Jornada 65,2021/12/24,Golden State Warriors,Memphis Grizzlies,113,104
Nba,Jornada 65,2021/12/24,Los Angeles Lakers,San Antonio Spurs,110,138
Nba,Jornada 65,2021/12/24,Portland Trail Blazers,Brooklyn Nets,Aplaz.,
Nba,Jornada 64,2021/12/23,Atlanta Hawks,Orlando Magic,98,104
Nba,Jornada 64,2021/12/23,Boston Celtics,Cleveland Cavaliers,111,101
Nba,Jornada 64,2021/12/23,Milwaukee Bucks,Houston Rockets,126,106
Nba,Jornada 64,2021/12/23,Oklahoma City Thunder,Denver Nuggets,108,94
Nba,Jornada 64,2021/12/23,Sacramento Kings,Los Angeles Clippers,89,105
Acb,Jornada 13,2021/12/23,Valencia Basket,Monbus Obradoiro,91,71
Euroliga,Jornada 17,2021/12/23,Zenit San Petersburgo,Maccabi,73,71
Euroliga,Jornada 17,2021/12/23,B. Munich,Bitci Baskonia,76,81
Euroliga,Jornada 17,2021/12/23,Panathinaikos,Olympiacos,65,84
Euroliga,Jornada 17,2021/12/23,Real Madrid,Cska,71,65
Euroliga,Jornada 17,2021/12/23,Asvel Villeurbanne,Fenerbahce,84,82
Nba,Jornada 64,2021/12/23,Chicago Bulls,Toronto Raptors,Aplaz.,
Nba,Jornada 63,2021/12/22,Miami Heat,Indiana Pacers,125,96
Nba,Jornada 63,2021/12/22,New York Knicks,Detroit Pistons,105,91
Nba,Jornada 63,2021/12/22,New Orleans Pelicans,Portland Trail Blazers,111,97
Nba,Jornada 63,2021/12/22,Dallas Mavericks,Minnesota Timberwolves,114,102
Nba,Jornada 63,2021/12/22,Los Angeles Lakers,Phoenix Suns,90,108
Euroliga,Jornada 17,2021/12/22,Anadolu Efes,Estrella Roja,84,83
Euroliga,Jornada 17,2021/12/22,Alba Berlin,As Monaco,92,84
Euroliga,Jornada 17,2021/12/22,Barca,Unics Kazan,111,109
Nba,Jornada 63,2021/12/22,Brooklyn Nets,Washington Wizards,Aplaz.,
Euroliga,Jornada 17,2021/12/22,Zalgiris,Milan,Aplaz.,
Nba,Jornada 62,2021/12/21,Boston Celtics,Philadelphia 76Ers,103,108
Nba,Jornada 62,2021/12/21,Chicago Bulls,Houston Rockets,133,118
Nba,Jornada 62,2021/12/21,Memphis Grizzlies,Oklahoma City Thunder,99,102
Nba,Jornada 62,2021/12/21,Utah Jazz,Charlotte Hornets,112,102
Nba,Jornada 62,2021/12/21,Golden State Warriors,Sacramento Kings,113,98
Nba,Jornada 62,2021/12/21,Los Angeles Clippers,San Antonio Spurs,92,116
